qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
5348,876,1,1,4,3,126516,125816,125544
5349,876,18,1,3,4,126564,125467,125659
5350,876,4,6,5,5,126829,125834,125773
5351,876,13,6,6,6,126939,126111,125857
5352,876,8,208,9,7,126740,126101,126236
5353,876,815,15,15,8,127179,126076,126360
5354,876,813,3,18,9,126048,125983,126713
5370,877,1,1,4,1,141497,140901,140630
5371,877,17,9,2,2,141933,141277,140978
5372,877,20,9,1,3,142160,141511,141073
5373,877,813,3,18,4,141981,141907,141226
5374,877,8,208,9,5,142222,141532,141260
5375,877,18,1,3,6,142342,141873,141290
5376,877,4,6,5,7,141939,141514,141582
5377,877,3,131,8,8,141926,141698,141603
5378,877,13,6,6,9,141974,141846,141723
5379,877,154,208,10,10,142046,141620,141778
5394,878,20,9,1,1,136558,135796,135657
5395,878,1,1,4,2,137058,136795,135766
5396,878,17,9,2,3,137215,136298,136174
5397,878,154,208,10,4,137486,136906,136587
5398,878,8,208,9,5,138051,137404,136708
5399,878,30,131,7,6,137927,137102,136794
5400,878,13,6,6,7,137667,136549,136937
5401,878,807,10,12,8,137756,137066,137141
5402,878,4,6,5,9,137968,137123,137300
5403,878,813,3,18,10,137537,137011,137842
5418,879,1,1,4,1,115075,113398,112458
5419,879,18,1,3,2,115456,113515,112513
5420,879,17,9,2,3,116180,113667,112581
5421,879,20,9,1,4,115644,113209,112760
5422,879,13,6,6,5,116263,114048,112987
5423,879,813,3,18,6,116266,113698,113174
5424,879,807,10,12,7,115536,113704,113206
5425,879,4,6,5,8,116097,113856,113253
5426,879,8,208,9,9,116432,113698,113298
5427,879,3,131,8,10,115929,113848,113489
5442,880,20,9,1,1,144657,136745,127407
5443,880,17,9,2,2,144472,136524,127827
5444,880,1,131,10,3,145456,136625,128087
5445,880,13,6,4,4,144635,136666,128490
5446,880,4,6,3,5,143850,136691,128493
5447,880,3,131,9,6,143380,136194,128523
5448,880,8,208,7,7,145545,137517,128738
5449,880,154,208,8,8,144284,137641,129013
5450,880,814,10,14,9,145601,136901,129305
5451,880,18,1,5,10,144688,136644,130357
5464,881,20,9,1,1,137899,137245,149674
5465,881,13,6,4,2,137712,136874,150587
5466,881,4,6,3,3,137314,136877,150727
5467,881,1,131,10,4,137513,136517,151699
5468,881,17,9,2,5,137619,136449,152244
5469,881,3,131,9,6,137239,136190,152519
5470,881,8,208,7,7,136959,136640,152970
5471,881,18,1,5,8,137487,137117,153175
5472,881,16,10,15,9,136809,136834,153439
5473,881,815,1,6,10,137702,137342,154136
5486,882,1,131,10,1,135793,135078,134484
5487,882,8,208,7,2,137046,135659,134761
5488,882,4,6,3,3,136253,135148,134788
5489,882,3,131,9,4,135959,135537,134861
5490,882,13,6,4,5,135972,135403,134933
5491,882,154,208,8,6,136929,136065,135364
5492,882,817,5,19,7,136993,136258,135998
5493,882,18,1,5,8,136667,135784,205673
5508,883,3,131,9,1,133364,132867,132330
5509,883,20,9,1,2,133327,132746,132584
5510,883,4,6,3,3,132878,133316,132667
5511,883,1,131,10,4,133498,133346,132762
5512,883,17,9,2,5,133966,133098,133078
5513,883,13,6,4,6,133780,133358,133207
5514,883,814,10,14,7,133762,133335,133235
5515,883,16,10,15,8,134048,133378,133246
5516,883,8,208,7,9,133827,133146,133327
5530,884,3,131,9,1,121913,121776,120718
5531,884,1,131,10,2,121728,121001,120972
5532,884,20,9,1,3,122158,121602,121054
5533,884,8,208,7,4,122210,121676,121177
5534,884,4,6,3,5,122264,121646,121218
5535,884,13,6,4,6,122492,121978,121219
5536,884,154,208,8,7,122613,121998,121308
5537,884,17,9,2,8,122342,121718,121570
5538,884,815,1,6,9,123116,121790,122069
5539,884,814,10,14,10,122663,122019,122233
5552,885,3,131,9,1,124620,116135,113876
5553,885,1,131,10,2,123779,116265,113967
5554,885,20,9,1,3,124243,115988,113980
5555,885,17,9,2,4,125352,117322,114181
5556,885,8,208,7,5,125835,116040,114822
5557,885,4,6,3,6,123712,116510,114824
5558,885,815,1,6,7,124682,117748,115138
5559,885,16,10,15,8,125108,117261,115383
5560,885,18,1,5,9,123744,117420,115647
5561,885,818,5,18,10,123699,117623,115703
5574,886,20,9,1,1,122318,128166,125425
5575,886,1,131,10,2,123801,127649,125512
5576,886,822,3,17,3,123446,128419,125897
5577,886,3,131,9,4,123840,128420,126008
5578,886,17,9,2,5,123247,128145,126208
5579,886,4,6,3,6,123224,128788,126504
5580,886,818,5,18,7,124159,128527,126543
5581,886,16,10,15,8,124551,128799,127348
5582,886,8,208,7,9,124451,128667,127432
5583,886,817,5,19,10,124770,129359,127946
5596,887,1,131,10,1,130995,131224,129607
5597,887,3,131,9,2,131355,131028,130059
5598,887,20,9,1,3,131559,130990,130211
5599,887,17,9,2,4,131605,131002,130220
5600,887,814,10,14,5,132062,131291,130736
5601,887,817,5,19,6,132097,131182,130757
5602,887,16,10,15,7,132002,131097,130908
5603,887,154,208,8,8,131466,131530,130955
5604,887,8,208,7,9,131400,131592,130962
5605,887,4,6,3,10,132266,131387,130979
5618,888,1,131,10,1,131131,130152,129398
5619,888,20,9,1,2,131269,129992,129501
5620,888,17,9,2,3,131428,130217,129608
5621,888,8,208,7,4,130676,129852,129892
5622,888,154,208,8,5,131242,130005,129959
5623,888,817,5,19,6,131081,130223,130528
5624,888,13,6,4,7,130547,129825,131126
5625,888,4,6,3,8,130709,129962,131209
5640,890,1,131,10,1,120363,119862,119388
5641,890,20,9,1,2,120646,119992,119426
5642,890,154,208,8,3,120447,120101,119595
5643,890,3,131,9,4,120350,119778,119720
5644,890,4,6,3,5,120652,120183,119791
5645,890,8,208,7,6,120867,120243,119851
5646,890,13,6,4,7,121004,120460,119929
5684,892,20,9,1,1,124319,123977,123755
5685,892,17,9,2,2,124923,124263,123968
5686,892,807,15,11,3,124776,124305,124065
5687,892,13,6,4,4,124950,124479,124132
5688,892,4,6,3,5,124661,124227,124142
5689,892,3,131,9,6,124527,124393,124192
5690,892,817,5,19,7,124655,124290,124209
5691,892,815,1,6,8,124635,124592,124502
5692,892,18,1,5,9,124739,124563,124515
5693,892,818,5,18,10,124630,124575,128050
5706,893,20,9,1,1,145376,142905,142841
5707,893,3,131,9,2,145208,143892,142932
5708,893,154,208,8,3,145851,143957,143058
5709,893,17,9,2,4,145271,143272,143152
5710,893,1,131,10,5,144196,143920,143254
5711,893,13,6,4,6,145658,144376,143890
5712,893,4,6,3,7,145115,144153,143938
5713,893,18,1,5,8,145009,144497,144282
5714,893,817,5,19,9,145379,144407,144439
5728,894,20,9,1,1,138683,137569,137202
5729,894,1,131,10,2,138574,137824,137420
5730,894,17,9,2,3,139138,137840,137464
5731,894,154,208,8,4,139065,138076,137531
5732,894,3,131,9,5,138418,138031,137679
5733,894,4,6,3,6,138520,137978,138038
5734,894,13,6,4,7,138884,138295,138223
5735,894,807,15,11,8,138427,137913,138237
5736,894,821,15,12,9,138725,138327,138405
5737,894,8,208,7,10,138341,138181,138822
5750,895,17,9,2,1,132271,131513,130915
5751,895,20,9,1,2,132397,131290,131089
5752,895,1,131,10,3,132340,131636,131253
5753,895,154,208,8,4,131824,131565,131365
5754,895,13,6,4,5,131994,131668,131378
5755,895,3,131,9,6,132244,131764,131397
5756,895,807,15,11,7,132465,131848,131644
5757,895,4,6,3,8,132371,131828,131665
5758,895,8,208,7,9,132377,131662,131684
5759,895,18,1,5,10,132606,131838,131827
5772,896,20,9,1,1,125943,124568,124119
5773,896,3,131,9,2,125833,125304,124871
5774,896,1,131,10,3,125802,125259,124941
5775,896,17,9,2,4,125665,125097,125047
5776,896,13,6,4,5,125793,125389,125201
5777,896,8,208,7,6,125819,125191,125248
5778,896,807,15,11,7,125883,125339,125334
5779,896,4,6,3,8,125934,124885,125826
5780,896,815,1,6,9,126107,125365,126153
5781,896,18,1,5,10,125574,125458,126487
5794,897,17,9,2,1,141568,140575,139957
5795,897,20,9,1,2,141683,140781,140075
5796,897,3,131,9,3,141420,140473,140419
5797,897,1,131,10,4,140693,140477,140501
5798,897,8,208,7,5,141276,140971,140542
5799,897,807,15,11,6,141631,140931,140576
5800,897,154,208,8,7,141447,140948,140997
5801,897,13,6,4,8,141254,140989,141015
5802,897,815,1,6,9,141687,140812,141068
5803,897,817,5,19,10,141884,140852,141111
5816,898,20,9,1,1,138516,137065,136338
5817,898,17,9,2,2,138161,137312,136441
5818,898,154,208,8,3,138676,137523,137155
5819,898,807,15,11,4,138339,137828,137296
5820,898,1,131,10,5,137959,137854,137345
5821,898,4,6,3,6,138929,137368,137376
5822,898,815,1,6,7,138367,138040,137452
5823,898,5,208,7,8,138375,138078,137715
5824,898,822,3,17,9,137821,137439,137836
5825,898,821,15,12,10,138082,138031,138034
5838,899,20,9,1,1,125381,126420,126479
5839,899,3,131,9,2,125556,126626,127102
5840,899,4,6,3,3,126656,126590,127539
5841,899,17,9,2,4,126689,126963,127572
5842,899,1,131,10,5,125342,126698,127677
5843,899,154,208,8,6,126453,126161,127737
5844,899,817,5,19,7,127209,127078,128052
5845,899,818,5,18,8,127124,127363,128081
5846,899,13,6,4,9,126817,127049,128109
5847,899,807,15,11,10,126071,127441,129582
5860,900,1,131,44,1,131699,142890,144231
5861,900,817,9,3,2,130775,142295,144548
5862,900,3,131,6,3,132564,142264,144595
5863,900,825,1,20,4,130949,143247,145745
5864,900,4,6,14,5,131388,142805,145819
5865,900,818,5,25,6,133488,143849,145864
5866,900,807,10,27,7,133893,143658,146030
5867,900,826,5,26,8,133777,144331,147368
5868,900,13,3,19,9,131228,144242,148079
5869,900,822,3,77,10,131601,143852,148147
5882,901,1,131,44,1,157202,159041,159431
5904,902,3,131,6,1,135439,133708,133185
5905,902,1,131,44,2,135323,133872,133464
5906,902,817,9,3,3,136220,134592,134051
5907,902,822,3,77,4,134934,134842,134247
5908,902,815,10,11,5,134998,134747,134346
5909,902,8,6,7,6,135234,134925,134368
5910,902,18,1,22,7,135699,134714,134387
5911,902,13,3,19,8,135085,134842,134511
5912,902,825,1,20,9,135288,134904,134712
5913,902,4,6,14,10,135251,134723,134992
5926,853,20,9,1,1,124002,122914,122275
5927,853,1,1,3,2,123976,123172,122725
5928,853,18,1,4,3,124013,123031,122777
5929,853,4,6,5,4,124134,123342,122841
5930,853,17,9,2,5,124148,123387,122972
5931,853,13,6,6,6,124523,123681,123188
5932,853,808,4,10,7,124486,123741,123530
5933,853,30,131,7,8,125108,123671,123777
5934,853,3,131,8,9,124550,123335,124477
5950,903,1,131,44,1,155516,154029,153860
5951,903,817,9,3,2,156641,155302,154455
5952,903,20,9,1,3,155926,154499,154960
5953,903,3,131,6,4,156058,155294,155143
5954,903,4,6,14,5,156961,155765,155637
5955,903,13,3,19,6,156850,156757,156147
5956,903,822,3,77,7,156501,156253,156282
5957,903,807,10,27,8,155913,156847,156366
5958,903,818,5,25,9,157477,156584,156773
5959,903,154,208,8,10,158411,156407,157079
5972,904,1,131,44,1,127238,126210,125232
5973,904,3,131,6,2,126764,126088,125400
5974,904,817,9,3,3,128053,126613,126285
5975,904,822,3,77,4,128198,127563,126632
5976,904,154,208,8,5,128472,127258,126960
5977,904,8,6,7,6,128308,127335,127104
5978,904,4,6,14,7,128329,127602,127140
5979,904,18,1,22,8,128279,127570,127335
5980,904,13,3,19,9,128061,127016,127402
5994,905,3,131,6,1,117678,116465,115989
5995,905,1,131,44,2,117823,116354,116048
5996,905,817,9,3,3,117900,117233,116384
5997,905,20,9,1,4,118383,117074,116547
5998,905,4,6,14,5,117853,117200,116686
5999,905,8,6,7,6,117902,117398,117389
6000,905,818,5,25,7,117557,117657,117540
6001,905,825,1,20,8,117978,117609,117555
6002,905,826,5,26,9,118616,117594,118090
6003,905,815,10,11,10,118108,117755,118327
6016,906,3,131,6,1,116471,115289,114874
6017,906,1,131,44,2,115750,115054,114953
6018,906,20,9,1,3,117470,116109,115548
6019,906,822,3,77,4,116772,115806,115550
6020,906,13,3,19,5,116666,115773,115578
6021,906,817,9,3,6,117113,115897,115589
6022,906,4,6,14,7,117010,116131,115814
6023,906,818,5,25,8,117178,116255,116162
6024,906,18,1,22,9,116631,116214,116182
6025,906,8,6,7,10,117013,116245,116214
6038,907,13,3,19,1,110292,109239,108759
6039,907,822,3,77,2,110356,109096,108846
6040,907,3,131,6,3,109695,108974,108944
6041,907,4,6,14,4,110405,109479,109285
6042,907,817,9,3,5,110395,109638,109466
6043,907,825,1,20,6,110081,109473,109515
6044,907,826,5,26,7,109678,109490,109619
6045,907,8,6,7,8,110285,109657,110795
6060,908,3,131,6,1,140380,135179,135766
6061,908,20,9,1,2,145086,136410,137386
6062,908,18,1,22,3,144425,136579,138200
6063,908,807,10,27,4,141271,137112,138329
6064,908,825,1,20,5,142507,137370,138417
6065,908,1,131,44,6,141058,134870,139232
6066,908,815,10,11,7,142146,137350,140457
6067,908,817,9,3,8,144710,138166,140606
6068,908,826,5,26,9,141032,136813,140707
6069,908,818,5,25,10,143040,137800,140855
6082,909,3,131,6,1,117631,117109,116540
6083,909,822,3,77,2,118215,117353,116759
6084,909,13,3,19,3,118381,117370,117078
6085,909,825,1,20,4,118260,117788,117214
6086,909,817,9,3,5,118117,117855,117273
6087,909,20,9,1,6,118194,117646,117577
6088,909,4,6,14,7,118389,117866,117649
6089,909,826,5,26,8,118530,118103,117965
6090,909,807,10,27,9,118927,118017,118014
6091,909,815,10,11,10,118916,118161,118035
6104,910,3,131,6,1,125227,123310,122715
6105,910,20,9,1,2,125662,123606,123201
6106,910,822,3,77,3,125690,123776,123354
6107,910,817,9,3,4,125495,123676,123391
6108,910,4,6,14,5,126087,124249,123909
6109,910,13,3,19,6,126592,124030,124223
6110,910,18,1,22,7,126612,124502,124294
6148,912,1,131,44,1,125363,124560,124109
6149,912,3,131,6,2,125493,124600,124383
6150,912,822,3,77,3,126012,124858,124697
6151,912,13,3,19,4,125528,125046,124865
6152,912,825,1,20,5,126337,125973,125314
6153,912,18,1,22,6,126328,125630,125379
6154,912,4,6,14,7,126514,125525,125430
6155,912,20,9,1,8,126631,125769,125436
6156,912,817,9,3,9,126721,125946,125709
6157,912,815,10,11,10,126569,125863,125944
6170,913,1,131,44,1,146921,146287,145681
6171,913,3,131,6,2,147244,145825,145688
6172,913,817,9,3,3,147488,146493,145854
6173,913,20,9,1,4,147476,146586,145902
6174,913,4,6,14,5,146889,146328,145907
6175,913,13,3,19,6,147615,146472,146000
6176,913,8,6,7,7,146685,146359,146170
6177,913,822,3,77,8,147196,146622,146187
6178,913,825,1,20,9,147976,146700,146250
6179,913,826,5,26,10,147656,146926,147362
6192,914,3,131,6,1,133671,132950,132506
6193,914,1,131,44,2,133611,132982,132703
6194,914,822,3,77,3,134301,133443,133128
6195,914,13,3,19,4,134483,133551,133527
6196,914,4,6,14,5,134497,133675,133740
6197,914,817,9,3,6,135593,134466,134075
6198,914,825,1,20,7,134930,134229,134242
6199,914,18,1,22,8,135150,134648,134317
6200,914,20,9,1,9,135517,134784,134432
6201,914,8,6,7,10,134984,134771,134548
6214,915,1,131,44,1,138759,138338,138513
6215,915,3,131,6,2,139076,138606,138713
6216,915,822,3,77,3,139125,138971,138920
6217,915,18,1,22,4,139560,139381,139121
6218,915,826,5,26,5,140074,139296,139277
6219,915,825,1,20,6,139735,139022,139629
6220,915,817,9,3,7,140519,139666,139635
6221,915,4,6,14,8,140255,139786,139709
6222,915,8,6,7,9,140098,139838,139771
6223,915,818,5,25,10,140354,139929,140020
6235,916,3,131,6,1,138303,136290,136067
6236,916,1,131,44,2,137196,137287,136443
6237,916,822,3,77,3,138249,137499,136906
6238,916,13,3,19,4,137877,137347,137205
6239,916,817,9,3,5,138814,137873,137244
6240,916,4,6,14,6,138349,138010,137610
6241,916,18,1,22,7,138574,138024,137655
6242,916,825,1,20,8,138557,138047,137706
6243,916,8,6,7,9,138669,138263,137804
6244,916,16,15,99,10,138855,138378,138810
6253,917,3,131,6,1,110347,110303,110023
6254,917,1,131,44,2,110457,110712,110056
6255,917,13,3,19,3,110602,110343,110247
6256,917,822,3,77,4,110832,110421,110305
6257,917,18,1,22,5,111097,111127,110930
6258,917,20,9,1,6,111880,111129,110938
6259,917,825,1,20,7,111134,111211,110969
6260,917,4,6,14,8,111558,111215,110977
6261,917,817,9,3,9,111593,111208,111075
6262,917,8,6,7,10,111193,111188,111099
6298,918,4,6,14,8,142467,141940,142866
6297,918,8,6,7,7,142439,142168,142236
6296,918,18,1,22,6,142137,141875,141964
6295,918,826,5,26,5,142302,142082,141908
6294,918,13,3,19,4,141475,141144,141119
6293,918,822,3,77,3,142346,141376,141025
6292,918,1,131,44,2,141207,140920,140866
6291,918,3,131,6,1,141308,141459,140480
6309,926,1,131,44,1,128586,126894,126327
6310,926,3,131,6,2,128906,127097,126921
6311,926,13,3,19,3,129246,127895,127718
6312,926,20,6,5,4,129307,127742,127757
6313,926,8,6,7,5,129754,127807,127790
6314,926,822,3,77,6,129641,127796,128087
6315,926,817,9,3,7,129788,128679,128329
6316,926,832,5,55,8,129597,128601,128510
6317,926,154,208,8,9,129537,128589,128560
6318,926,813,208,13,10,129847,128726,129480
6327,927,1,131,44,1,139269,141517,149834
6328,927,20,6,5,2,139814,139632,149908
6329,927,3,131,6,3,139374,139377,150299
6330,927,817,9,3,4,140504,141085,151541
6331,927,826,9,26,5,140546,141665,151951
6332,927,830,5,33,6,140793,141430,151981
6333,927,13,3,19,7,140543,141230,152473
6334,927,154,208,8,8,140303,141209,152981
6335,927,822,3,77,9,140249,140650,153179
6336,927,828,15,9,10,140340,141748,153261
6346,928,1,131,44,1,138285,136423,135782
6347,928,3,131,6,2,138496,136747,135828
6348,928,20,6,5,3,137502,136957,136687
6349,928,13,3,19,4,138433,137357,136954
6350,928,822,3,77,5,138014,137763,137143
6351,928,8,6,7,6,137790,137109,137232
6352,928,817,9,3,7,138534,137939,137540
6353,928,154,208,8,8,138209,138063,137905
6354,928,831,15,12,9,138521,138017,138067
6355,928,828,15,9,10,138941,138127,138158
6366,929,1,131,44,1,133928,132669,132571
6367,929,20,6,5,2,134919,133623,132982
6368,929,3,131,6,3,134398,133878,133129
6369,929,8,6,7,4,134568,133540,133227
6370,929,822,3,77,5,134161,133897,133381
6371,929,13,3,19,6,134488,133551,133744
6372,929,817,9,3,7,134691,134403,133832
6373,929,807,10,27,8,135653,134613,134450
6374,929,832,5,55,9,135371,134641,134462
6375,929,154,208,8,10,135007,134123,134484
6385,930,3,131,6,1,126490,125166,124681
6386,930,1,131,44,2,126382,125740,124948
6387,930,20,6,5,3,127534,126167,125458
6388,930,822,3,77,4,127262,126197,125694
6389,930,832,5,55,5,126773,126475,126136
6390,930,830,5,33,6,127393,126441,126249
6391,930,8,6,7,7,126637,126016,126414
6392,930,826,9,26,8,127833,126889,126629
6393,930,13,3,19,9,127165,126147,126757
6394,930,817,9,3,10,127611,126692,126770
6405,931,1,131,44,1,116588,115864,115098
6406,931,3,131,6,2,116528,115471,115440
6407,931,20,6,5,3,117502,116181,115849
6408,931,817,9,3,4,117254,116706,116041
6409,931,826,9,26,5,116845,116453,116182
6410,931,8,6,7,6,117660,116440,116427
6411,931,815,10,11,7,117376,116999,116808
6412,931,832,5,55,8,117246,116762,116931
6413,931,813,208,13,9,117630,116775,116946
6414,931,830,5,33,10,116750,116546,116957
6425,932,1,131,44,1,115895,114661,114393
6426,932,3,131,6,2,115893,114673,114702
6427,932,8,6,7,3,116259,115348,115014
6428,932,822,3,77,4,116552,115506,115102
6429,932,154,208,8,5,115833,115187,115194
6430,932,813,208,13,6,116098,115622,115329
6431,932,807,10,27,7,116186,115706,115614
6432,932,826,9,26,8,116415,115891,116079
6433,932,817,9,3,9,116410,116006,116114
6434,932,815,10,11,10,116827,115974,116338
6444,933,1,131,44,1,112218,109062,108455
6445,933,3,131,6,2,110976,108634,108655
6446,933,20,6,5,3,111184,109392,108810
6447,933,13,3,19,4,111830,109719,109192
6448,933,807,10,27,5,111319,109604,109278
6449,933,822,3,77,6,111894,109598,109319
6450,933,830,5,33,7,111307,109631,109612
6451,933,826,9,26,8,112092,110187,109694
6452,933,831,15,12,9,112001,109652,109713
6464,934,1,131,44,1,133796,133068,132248
6465,934,3,131,6,2,133475,132737,132361
6466,934,13,3,19,3,134542,133707,133085
6467,934,822,3,77,4,134171,133020,133149
6468,934,8,6,7,5,133426,133911,133379
6469,934,20,6,5,6,133562,133641,133547
6470,934,826,9,26,7,134422,133520,133636
6471,934,832,5,55,8,134641,134071,133649
6472,934,807,10,27,9,134594,133693,133673
6473,934,817,9,3,10,134272,133749,133943
6484,936,1,131,44,1,122890,122285,122020
6485,936,3,131,6,2,122979,122775,122595
6486,936,20,6,5,3,123312,123168,122739
6487,936,817,9,3,4,124408,123230,122774
6488,936,8,6,7,5,123596,123460,123020
6489,936,822,3,77,6,123649,123555,123222
6490,936,826,9,26,7,123587,123597,123332
6491,936,13,3,19,8,123895,123598,123537
6492,936,830,5,33,9,124032,123781,123679
6493,936,154,208,8,10,124242,123805,124181
6504,937,1,131,44,1,148908,148024,147197
6505,937,3,131,6,2,148923,147955,147655
6506,937,822,3,77,3,149026,149044,148537
6507,937,154,208,8,4,149353,148981,148561
6508,937,815,10,11,5,149006,148792,148599
6509,937,817,9,3,6,149664,149042,148639
6510,937,13,3,19,7,149688,148806,148685
6511,937,813,208,13,8,149568,148956,148754
6512,937,20,6,5,9,149264,148761,148825
6513,937,832,5,55,10,149109,149065,149771
6524,938,1,131,44,1,124251,123383,123397
6525,938,8,6,7,2,124662,123757,123631
6526,938,20,6,5,3,124989,123577,123685
6527,938,3,131,6,4,124609,123864,123703
6528,938,13,3,19,5,125184,123983,123940
6529,938,822,3,77,6,124979,124313,124127
6530,938,815,10,11,7,124801,124379,124626
6531,938,154,208,8,8,125144,124448,125054
6532,938,807,10,27,9,124937,124510,125317
6533,938,828,15,9,10,125122,124457,126214
6544,939,20,6,5,1,146017,144743,143885
6545,939,817,9,3,2,146166,145291,144428
6546,939,8,6,7,3,146467,145140,144667
6547,939,826,9,26,4,145340,144979,144745
6548,939,1,131,44,5,145765,145650,145300
6549,939,3,131,6,6,146201,145653,145415
6550,939,822,3,77,7,146231,145887,145676
6551,939,830,5,33,8,146483,145635,145798
6552,939,13,3,19,9,146879,145701,146077
6553,939,154,208,8,10,146860,145805,146413
6564,940,3,131,6,1,133015,132632,132584
6565,940,1,131,44,2,132844,132789,132660
6566,940,822,3,77,3,134326,133416,133024
6567,940,20,6,5,4,134431,133844,133245
6568,940,13,3,19,5,134744,133377,133337
6569,940,8,6,7,6,134171,133361,133347
6570,940,817,9,3,7,134399,134153,133497
6571,940,154,208,8,8,134398,134278,133967
6584,941,3,131,6,1,138343,137500,137113
6585,941,1,131,44,2,138558,137672,137433
6586,941,822,3,77,3,138448,138194,137912
6587,941,20,6,5,4,138598,138402,137965
6588,941,8,6,7,5,139207,138224,138348
6589,941,807,10,27,6,139250,138727,138659
6590,941,815,10,11,7,139617,138914,138691
6591,941,154,208,8,8,139056,138754,138787
6592,941,830,5,33,9,139411,139119,138924
6593,941,817,9,3,10,139574,139005,139728
6623,943,3,131,6,1,120436,120053,119480
6624,943,1,131,44,2,120808,119829,119668
6625,943,20,6,5,3,120503,120045,119850
6626,943,826,9,26,4,120826,120490,120398
6627,943,817,9,3,5,121166,120783,120399
6628,943,822,3,77,6,120817,120458,120448
6629,943,13,3,19,7,121379,120642,120567
6630,943,830,5,33,8,120995,120894,120710
6631,943,815,10,11,9,120966,120669,120716
6632,943,807,10,27,10,121315,120935,120788
6643,944,3,131,6,1,111746,112213,111282
6644,944,1,131,44,2,111682,111665,111360
6645,944,20,6,5,3,112240,111928,111804
6646,944,822,3,77,4,112934,112374,112085
6647,944,8,6,7,5,112185,112243,112144
6648,944,807,10,27,6,112595,112485,112265
6649,944,826,9,26,7,112730,112527,112322
6650,944,13,3,19,8,112980,112858,112415
6651,944,817,9,3,9,112639,112825,112417
6652,944,830,5,33,10,112824,112712,112739
6663,945,3,131,6,1,141111,140979,140237
6664,945,1,131,44,2,140974,140758,140614
6665,945,8,6,7,3,142500,141612,141051
6666,945,815,10,11,4,141983,141560,141184
6667,945,817,9,3,5,142275,141830,141444
6668,945,822,3,77,6,142608,141868,141656
6669,945,807,10,27,7,141996,141925,141686
6670,945,13,3,19,8,142303,142349,141759
6671,945,826,9,26,9,142540,142328,141933
6672,945,832,5,55,10,142911,142482,142708
6683,948,1,131,44,1,125351,124605,123837
6684,948,3,131,6,2,126934,124796,124197
6685,948,20,6,5,3,126945,125257,124675
6686,948,8,6,7,4,126579,125615,125033
6687,948,830,5,33,5,126934,125615,125434
6688,948,13,3,19,6,125918,125644,125458
6689,948,832,5,55,7,127057,125384,125582
6690,948,817,9,3,8,126945,125599,125589
6705,949,1,131,44,1,131391,130039,129493
6706,949,3,131,6,2,131325,130535,129570
6707,949,20,6,5,3,131636,130409,130012
6708,949,8,6,7,4,131685,130559,130244
6709,949,817,9,3,5,131403,131122,130854
6710,949,822,3,77,6,131672,130931,131153
6711,949,13,3,19,7,132045,131374,131155
6712,949,807,10,27,8,131987,131604,131620
6727,950,3,131,6,1,137669,136240,135402
6728,950,817,9,3,2,137672,136815,135917
6729,950,8,6,7,3,137347,136118,135972
6730,950,20,6,5,4,137001,136183,136246
6731,950,822,3,77,5,137537,136831,136296
6732,950,826,9,26,6,137719,136948,136399
6733,950,815,10,11,7,138096,137149,136865
6734,950,832,5,55,8,137656,137204,136881
6735,950,830,5,33,9,138181,137265,137194
6749,951,3,131,6,1,136119,135337,135417
6750,951,20,6,5,2,136555,136623,136123
6751,951,822,3,77,3,137746,137140,136536
6752,951,8,6,7,4,136976,136741,136663
6753,951,13,3,19,5,137753,137230,137016
6754,951,817,9,3,6,138091,137569,137125
6755,951,815,10,11,7,138006,137282,137212
6756,951,826,9,26,8,138265,137606,137459
6757,951,830,5,33,9,138123,137510,137583
6771,952,1,131,44,1,123214,122159,122000
6772,952,3,131,6,2,123002,122759,122280
6773,952,817,9,3,3,123749,123585,122680
6774,952,830,9,33,4,123578,123178,123087
6775,952,8,6,7,5,123796,123504,123113
6776,952,20,6,5,6,124124,123688,123334
6777,952,822,3,77,7,124251,124023,123522
6778,952,832,5,55,8,124496,124077,123643
6779,952,815,10,11,9,124698,124003,123782
6780,952,4,1,14,10,124578,124192,123981
6793,953,817,9,3,1,114912,114357,113622
6794,953,3,131,6,2,114873,114043,113791
6795,953,1,131,44,3,114826,114056,113942
6796,953,20,6,5,4,114610,114318,114552
6797,953,807,10,27,5,115333,114989,114726
6798,953,8,6,7,6,115499,114789,114732
6799,953,832,5,55,7,115467,114805,114749
6800,953,815,10,11,8,115328,114937,114902
6801,953,826,5,26,9,115384,114794,115273
6802,953,4,1,14,10,115504,115107,115363
6815,954,1,131,44,1,114121,113076,112812
6816,954,3,131,6,2,113714,113094,112874
6817,954,20,6,5,3,113925,113857,112990
6818,954,817,9,3,4,114030,113540,113166
6819,954,830,9,33,5,114601,113793,113414
6820,954,8,6,7,6,114477,113849,113579
6821,954,822,3,77,7,114389,113791,113670
6822,954,13,3,19,8,114815,113864,113769
6823,954,807,10,27,9,114663,114166,113952
6824,954,4,1,14,10,115026,114260,114338
6836,955,3,131,6,1,143685,142520,142758
6837,955,815,10,11,2,144462,143939,143515
6838,955,817,9,3,3,144570,144141,143966
6839,955,20,6,5,4,145062,144461,143966
6840,955,8,6,7,5,144936,144533,144269
6841,955,13,3,19,6,145494,144696,144483
6842,955,826,5,26,7,144694,144687,144717
6843,955,822,3,77,8,144706,144477,145246
6844,955,830,9,33,9,144939,144387,145570
6845,955,1,131,44,10,144259,143526,201954
6858,956,1,131,44,1,106947,106228,107922
6859,956,3,131,6,2,106516,106403,108465
6860,956,807,10,27,3,107385,107257,109285
